timestamps,open,high,low,close,volume,amount
2025-07-29 09:35:00,7.61,7.62,7.56,7.57,9231400,70028209.0
2025-07-29 09:40:00,7.57,7.58,7.57,7.57,2418400,18315024.0
2025-07-29 09:45:00,7.57,7.57,7.53,7.54,3024200,22845880.0
2025-07-29 09:50:00,7.54,7.57,7.53,7.54,3040800,22964089.0
2025-07-29 09:55:00,7.54,7.55,7.53,7.53,1650900,12444452.0
2025-07-29 10:00:00,7.54,7.54,7.51,7.52,2708200,20360850.0
2025-07-29 10:05:00,7.51,7.55,7.5,7.54,2556900,19223051.0
2025-07-29 10:10:00,7.55,7.56,7.54,7.56,1671400,12624432.0
2025-07-29 10:15:00,7.56,7.56,7.54,7.56,1322500,9983269.0
2025-07-29 10:20:00,7.55,7.56,7.54,7.54,1734600,13093185.0
2025-07-29 10:25:00,7.55,7.55,7.53,7.53,823000,6203605.0
2025-07-29 10:30:00,7.54,7.54,7.53,7.53,786300,5923475.0
2025-07-29 10:35:00,7.53,7.54,7.52,7.52,694700,5226348.0
2025-07-29 10:40:00,7.53,7.53,7.51,7.52,873200,6565027.0
2025-07-29 10:45:00,7.52,7.53,7.52,7.53,443100,3333810.0
2025-07-29 10:50:00,7.52,7.53,7.51,7.52,706900,5316037.0
2025-07-29 10:55:00,7.51,7.53,7.51,7.52,1100400,8269950.0
2025-07-29 11:00:00,7.52,7.52,7.5,7.51,1501700,11278689.0
2025-07-29 11:05:00,7.51,7.52,7.5,7.51,508000,3813499.0
2025-07-29 11:10:00,7.51,7.52,7.51,7.52,460300,3457590.0
2025-07-29 11:15:00,7.51,7.53,7.51,7.53,622400,4678772.0
2025-07-29 11:20:00,7.53,7.53,7.52,7.52,375200,2822313.0
2025-07-29 11:25:00,7.52,7.53,7.52,7.52,305500,2298422.0
2025-07-29 11:30:00,7.53,7.53,7.51,7.52,527600,3966609.0
2025-07-29 13:05:00,7.51,7.53,7.51,7.52,901400,6780087.0
2025-07-29 13:10:00,7.53,7.54,7.51,7.51,1114500,8386576.0
2025-07-29 13:15:00,7.51,7.52,7.51,7.52,660400,4961740.0
2025-07-29 13:20:00,7.51,7.51,7.5,7.51,1235400,9272403.0
2025-07-29 13:25:00,7.51,7.52,7.5,7.52,1273100,9562222.0
2025-07-29 13:30:00,7.52,7.53,7.51,7.51,357500,2687657.0
2025-07-29 13:35:00,7.52,7.52,7.51,7.52,395700,2973398.0
2025-07-29 13:40:00,7.51,7.52,7.51,7.51,370600,2784375.0
2025-07-29 13:45:00,7.51,7.52,7.5,7.51,1087300,8166052.0
2025-07-29 13:50:00,7.51,7.53,7.51,7.53,696500,5236711.0
2025-07-29 13:55:00,7.53,7.54,7.52,7.54,1315800,9914546.0
2025-07-29 14:00:00,7.55,7.58,7.54,7.56,3601600,27224893.0
2025-07-29 14:05:00,7.56,7.59,7.56,7.58,2857900,21653385.0
2025-07-29 14:10:00,7.58,7.58,7.55,7.55,2138100,16171776.0
2025-07-29 14:15:00,7.56,7.56,7.55,7.56,609100,4601899.0
2025-07-29 14:20:00,7.55,7.57,7.55,7.56,919300,6949100.0
2025-07-29 14:25:00,7.56,7.56,7.55,7.56,567100,4285152.0
2025-07-29 14:30:00,7.56,7.56,7.55,7.56,1073600,8112436.0
2025-07-29 14:35:00,7.56,7.56,7.55,7.56,756500,5714698.0
2025-07-29 14:40:00,7.55,7.56,7.54,7.55,1566300,11824872.0
2025-07-29 14:45:00,7.55,7.56,7.54,7.55,1004600,7585419.0
2025-07-29 14:50:00,7.55,7.56,7.55,7.56,1499500,11332249.0
2025-07-29 14:55:00,7.56,7.57,7.56,7.56,1121000,8479167.0
